python,600000,0,RUR,,,"""2022-04-15T23:39:18+0300""","""2022-04-15T23:39:18+0300""",false
python,0,450000,RUR,,,"""2022-04-16T19:39:53+0300""","""2022-04-16T19:39:53+0300""",false
python,60000,150000,RUR,,,"""2022-04-17T21:41:42+0300""","""2022-04-17T21:41:42+0300""",false
python,0,0,"",,,"""2022-04-16T15:21:57+0300""","""2022-04-16T15:21:57+0300""",false
python,0,0,"",,,"""2022-04-15T15:47:39+0300""","""2022-04-15T15:47:39+0300""",false
python,35000,0,RUR,,,"""2022-04-17T14:58:56+0300""","""2022-04-17T14:58:56+0300""",false
python,50000,0,RUR,,,"""2022-04-17T15:16:29+0300""","""2022-04-17T15:16:29+0300""",false
python,200000,350000,RUR,,,"""2022-04-17T22:31:33+0300""","""2022-04-17T22:31:33+0300""",false
python,60000,0,RUR,,,"""2022-04-17T11:45:46+0300""","""2022-04-17T11:45:46+0300""",false
python,100000,200000,RUR,,,"""2022-04-17T11:58:44+0300""","""2022-04-17T11:58:44+0300""",false
python,20000,70000,RUR,,,"""2022-04-15T12:45:42+0300""","""2022-04-15T12:45:42+0300""",false
python,120000,230000,RUR,,,"""2022-04-16T15:47:02+0300""","""2022-04-16T15:47:02+0300""",false
python,150000,0,RUR,,,"""2022-04-15T14:10:59+0300""","""2022-04-15T14:10:59+0300""",false
python,120000,150000,RUR,,,"""2022-04-15T12:15:01+0300""","""2022-04-15T12:15:01+0300""",false
python,200000,300000,RUR,,,"""2022-04-16T16:09:44+0300""","""2022-04-16T16:09:44+0300""",false
python,60000,100000,RUR,,,"""2022-04-16T15:15:45+0300""","""2022-04-16T15:15:45+0300""",false
python,70000,120000,RUR,,,"""2022-04-15T15:50:37+0300""","""2022-04-15T15:50:37+0300""",false
python,5000,6000,EUR,,,"""2022-04-15T14:59:19+0300""","""2022-04-15T14:59:19+0300""",false
python,30000,80000,RUR,,,"""2022-04-15T09:05:19+0300""","""2022-04-15T09:05:19+0300""",false
python,0,380000,RUR,,,"""2022-04-16T12:42:08+0300""","""2022-04-16T12:42:08+0300""",false
python,0,0,"",,,"""2022-04-17T11:02:57+0300""","""2022-04-17T11:02:57+0300""",false
python,0,400000,RUR,,,"""2022-04-15T16:38:20+0300""","""2022-04-15T16:38:20+0300""",false
python,0,150000,RUR,,,"""2022-04-15T11:52:59+0300""","""2022-04-15T11:52:59+0300""",false
python,4000,6000,USD,,,"""2022-04-15T23:42:12+0300""","""2022-04-15T23:42:12+0300""",false
python,1000,3000,USD,,,"""2022-04-16T15:05:07+0300""","""2022-04-16T15:05:07+0300""",false
python,0,0,"",,,"""2022-04-15T08:46:06+0300""","""2022-04-15T08:46:06+0300""",false
python,110000,0,RUR,,,"""2022-04-16T16:07:59+0300""","""2022-04-16T16:07:59+0300""",false
python,300000,0,RUR,,,"""2022-04-17T11:58:51+0300""","""2022-04-17T11:58:51+0300""",false
python,70000,200000,RUR,,,"""2022-04-16T17:40:07+0300""","""2022-04-16T17:40:07+0300""",false
python,120000,0,RUR,,,"""2022-04-16T10:00:59+0300""","""2022-04-16T10:00:59+0300""",false
python,0,420000,RUR,,,"""2022-04-14T12:43:36+0300""","""2022-04-14T12:43:36+0300""",false
python,25000,0,RUR,,,"""2022-04-15T09:54:18+0300""","""2022-04-15T09:54:18+0300""",false
